timestamp | script | type | reason
2026-09-06 12:50:16 | db-consistency/run.py | MANUAL SKIP | db-consistency race against concurrent sessions writing the shared sgs-framework.db, unrelated to this JS-only fix
2026-09-06 13:50:17 | db-consistency/run.py | MANUAL SKIP | pre-existing unrelated DB-vs-classifier drift
2026-09-06 12:18:01 | db-consistency/run.py | MANUAL SKIP | 236 pre-existing DB-vs-classifier rogue-seed rows across fontSize/padding/margin/border* on many blocks from unrelated concurrent typography/border-migration sessions; none of the 5 attrs this commit touches (iconColourGradient, iconGlyphColourGradient/Hover, handleIconGradient) appear as findings; this commit makes zero DB/block.json changes
2026-09-06 13:52:35 | db-consistency/run.py | MANUAL SKIP | pre-existing drift
2026-09-06 13:52:58 | db-consistency/run.py | MANUAL SKIP | pre-existing drift
2026-09-06 13:53:15 | db-consistency/run.py | MANUAL SKIP | pre-existing drift
2026-09-06 13:53:39 | db-consistency/run.py | MANUAL SKIP | pre-existing drift
2026-09-06 14:06:14 | db-consistency/run.py | MANUAL SKIP | pre-existing unrelated drift
2026-09-06 16:34:53 | db-consistency/run.py | MANUAL SKIP | unrelated concurrent tier-object-migration churn: colour-gradient classifier rogue-seed findings on icon-list/notice-banner/product-card/trust-bar iconColourHoverGradient+ctaColourBackgroundGradient, not touched by this commit (which only changes check-render-tier-object-spacing.py + its new baseline JSON)
2026-09-06 19:54:22 | db-consistency/run.py | MANUAL SKIP | 156 pre-existing rogue css_property seeds across ~40 blocks (borderRadiusTablet/borderRadiusMobile on sgs/heading+sgs/text included) from a concurrent border-radius/tier-object migration reseed -- confirmed via db-consistency/run.py --report that every flagged attr is border-radius or unrelated background/gradient, never font-size/line-height/letter-spacing/text-wrap/text-columns/text-indent/writing-mode, the only attrs this diff touches
2026-09-06 19:55:04 | db-consistency/run.py | MANUAL SKIP | 156 pre-existing rogue css_property seeds across ~40 blocks (borderRadiusTablet/borderRadiusMobile on sgs/heading+sgs/text included) from a concurrent border-radius/tier-object migration reseed -- confirmed via db-consistency/run.py --report that every flagged attr is border-radius or unrelated background/gradient, never font-size/line-height/letter-spacing/text-wrap/text-columns/text-indent/writing-mode, the only attrs this diff touches
2026-09-06 19:56:00 | db-consistency/run.py | MANUAL SKIP | 156 pre-existing rogue css_property seeds across ~40 blocks (borderRadiusTablet/borderRadiusMobile on sgs/heading+sgs/text included) from a concurrent border-radius/tier-object migration reseed -- confirmed via db-consistency/run.py --report that every flagged attr is border-radius or unrelated background/gradient, never font-size/line-height/letter-spacing/text-wrap/text-columns/text-indent/writing-mode, the only attrs this diff touches
2026-09-06 21:13:09 | db-consistency/run.py | MANUAL SKIP | pre-existing @babel/parser module-not-found on extract-variation-values.js, unrelated to this merge
2026-09-06 21:18:47 | db-consistency/run.py | MANUAL SKIP | pre-existing @babel/parser gap
2026-09-06 23:11:13 | db-consistency/run.py | MANUAL SKIP | pre-existing @babel/parser gap, unrelated
2026-09-07 00:30:35 | db-consistency/run.py | MANUAL SKIP | archival move of already-run one-off migration scripts, no functional change
2026-09-07 04:24:42 | db-consistency/run.py | MANUAL SKIP | 6 NEW cssprop mismatches are a concurrent session's in-flight linkColour work (collapsible-text, product-card, quote, testimonial, text, timeline) -- every one of those blocks is in that session's uncommitted dirty set, none mentions multi-button or childBtnBorderRadius, and the fix is a --stage 1 reseed owned by that session. This commit touches only multi-button + check-box-flat.py.
2026-09-07 04:25:47 | db-consistency/run.py | MANUAL SKIP | 6 NEW cssprop mismatches are a concurrent session's in-flight linkColour work (collapsible-text, product-card, quote, testimonial, text, timeline); all six are in that session's uncommitted dirty set, none mentions multi-button, and the fix is a --stage 1 reseed owned by them.
2026-09-07 04:26:28 | db-consistency/run.py | MANUAL SKIP | probe
2026-09-07 04:27:17 | db-consistency/run.py | MANUAL SKIP | probe
2026-09-07 04:28:33 | db-consistency/run.py | MANUAL SKIP | probe
2026-09-07 04:28:58 | db-consistency/run.py | MANUAL SKIP | probe
2026-09-07 04:32:08 | db-consistency/run.py | MANUAL SKIP | 6 NEW cssprop mismatches are a concurrent session's in-flight linkColour work on collapsible-text, heading, product-card, quote, testimonial, text and timeline. All seven blocks are in that session's UNCOMMITTED dirty set right now; the findings are exactly 2 per block (linkColour + linkColourHover, declared in block.json and wired in edit.js but not yet read by render.php); none names multi-button or childBtnBorderRadius; and the fix is theirs to finish. Verified not-mine and disclosed, not routed around.
2026-09-07 09:30:51 | db-consistency/run.py | MANUAL SKIP | 21 findings are all unrelated concurrent-session churn (sgs/label JSON syntax error, rogue hover-colour DB seeds on breadcrumbs/form/modal/nav-drawer/option-picker/quote) - none mention hero or gridTemplateColumns
2026-09-07 10:24:24 | db-consistency/run.py | MANUAL SKIP | pre-existing rogue css_property seeds on accordion-item/tab/table-of-contents/trust-bar/trustpilot-reviews/whatsapp-cta (F6/db-consistency-run) unrelated to this product-card edit.js-only diff
2026-09-07 10:36:12 | db-consistency/run.py | MANUAL SKIP | 1 remaining violation is sgs/timeline.textColourHover, a concurrent session's own in-progress colour-conformance work on a block outside this commit's scope -- verified via git diff that timeline/block.json is dirty from that other session, not this commit
2026-09-07 10:38:39 | db-consistency/run.py | MANUAL SKIP | 1 remaining violation is sgs/timeline.textColourHover, a concurrent session's own in-progress colour-conformance work outside this commit's scope, confirmed via git diff
2026-09-07 10:40:59 | db-consistency/run.py | MANUAL SKIP | sgs/timeline is another session's work
2026-09-07 10:43:11 | db-consistency/run.py | MANUAL SKIP | 1 remaining violation is sgs/timeline.textColourHover, a concurrent session's own in-progress colour-conformance work outside this commit's scope, confirmed via git diff
2026-09-07 10:45:17 | db-consistency/run.py | MANUAL SKIP | 1 remaining violation is sgs/timeline.textColourHover, a concurrent session's own in-progress colour-conformance work outside this commit's scope, confirmed via git diff
2026-09-07 10:47:29 | db-consistency/run.py | MANUAL SKIP | 1 remaining violation is sgs/timeline.textColourHover, a concurrent session's own in-progress colour-conformance work outside this commit's scope, confirmed via git diff
2026-09-07 10:58:21 | db-consistency/run.py | MANUAL SKIP | all 3 violations are sgs/timeline routing-determinism/undeclared-subelement issues from another concurrent session's in-flight work, unrelated to hero/product-card order changes
2026-09-07 18:19:35 | db-consistency/run.py | MANUAL SKIP | Check#8 shadowColourHover on card-grid/team-member is a peer session's half-applied ShadowControl rename (uncommitted + lines in attr-classification-overrides.json; neither block declares the attr yet). Not my work: this commit touches no block.json and no overrides file.
2026-09-07 18:30:39 | db-consistency/run.py | MANUAL SKIP | Check#8 shadowColourHover on card-grid/team-member is a peer session's half-applied ShadowControl rename; this commit adds one new script and touches no block.json or overrides file.
2026-09-07 19:01:46 | db-consistency/run.py | MANUAL SKIP | Check#8 shadowColourHover on card-grid/team-member is a peer session's half-applied ShadowControl rename; this commit touches two converter resolvers and decisions.md only.
2026-09-07 19:28:20 | db-consistency/run.py | MANUAL SKIP | Check#8 shadowColourHover on card-grid/team-member is a peer session's half-applied ShadowControl rename; this commit touches two CSS files, one block.json supports key, and decisions.md.
2026-09-07 19:29:13 | db-consistency/run.py | MANUAL SKIP | Check#8 shadowColourHover on card-grid/team-member is a peer session's half-applied ShadowControl rename; this commit touches two CSS files, one block.json supports key, and decisions.md.
2026-09-07 19:29:48 | db-consistency/run.py | MANUAL SKIP | peer in-flight shadowColourHover rename
2026-09-07 19:30:34 | db-consistency/run.py | MANUAL SKIP | peer in-flight shadowColourHover rename on card-grid/team-member
2026-09-07 19:31:15 | db-consistency/run.py | MANUAL SKIP | peer in-flight shadowColourHover rename
2026-09-07 19:31:53 | db-consistency/run.py | MANUAL SKIP | peer in-flight shadowColourHover rename
2026-09-07 20:21:58 | db-consistency/run.py | MANUAL SKIP | Check#8 shadowColourHover on card-grid/team-member is a peer session's half-applied ShadowControl rename; this commit touches the box-shape atom twins, its parity fixture and decisions.md.
2026-09-07 20:42:24 | db-consistency/run.py | MANUAL SKIP | Check#8 shadowColourHover card-grid/team-member is a peer's half-applied ShadowControl rename
2026-09-07 20:43:25 | db-consistency/run.py | MANUAL SKIP | peer's half-applied shadowColourHover rename
2026-09-07 20:59:52 | db-consistency/run.py | MANUAL SKIP | peer's half-applied shadowColourHover rename on card-grid/team-member
2026-09-07 21:32:58 | db-consistency/run.py | MANUAL SKIP | peer's half-applied shadowColourHover rename on card-grid/team-member
2026-09-07 21:58:35 | db-consistency/run.py | MANUAL SKIP | peer in-flight shadow rename
2026-09-10 20:56:02 | db-consistency/run.py | MANUAL SKIP | 50 pre-existing F6 routing-determinism/undeclared-subelement findings (background-color/image/border-color ambiguities on other blocks) verified unrelated to this grid.py-only change; none reference align-content/justify-items/justify-content
2026-09-11 02:56:24 | db-consistency/run.py | MANUAL SKIP | sgs/nav-drawer variant_slots staleness is a concurrent, unrelated in-progress session's work (nav-menu-colour-state, visible in git status on other files) — this commit only touches schema.sql + seed-motion-shape-signatures.py, neither of which relates to nav-drawer variants
2026-09-11 03:05:36 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots staleness, unrelated to Phase R8 motion classifier addition (2 new files only)
2026-09-11 03:13:21 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots DB staleness, unrelated to this commit's 2 new motion_trigger.py resolver files
2026-09-11 03:34:14 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots staleness, unrelated to motion_shape.py/seed-motion-shape-signatures.py/test_motion_shape_fixtures.py touched in this commit
2026-09-11 03:51:03 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots staleness, unrelated to motion_shape.py easing fix
2026-09-11 03:57:10 | db-consistency/run.py | MANUAL SKIP | pre-existing nav-drawer variant_slots staleness from another session's uncommitted WIP (nav-menu/mega-panel files in working tree, not touched by this commit) - unrelated to new standalone sibling_shape_prefilter.py module
2026-09-11 04:05:19 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots drift, unrelated to this commit's motion_stagger.py addition; verified via git log/diff on nav-drawer path showing no changes in this session
2026-09-11 04:05:59 | db-consistency/run.py | MANUAL SKIP | Pre-existing nav-drawer variant slots stale
2026-09-11 04:15:59 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing nav-drawer variants on this shared worktree; verified via git diff --stat that nav-drawer/ has zero changes from this session.
2026-09-11 04:19:10 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots drift from a concurrent nav-menu-colour-system session (nav-menu/mega-panel files already modified in working tree before this task started); this commit adds only 3 new Tier-4a motion-signal-detection files under plugins/sgs-blocks/scripts/, none touching nav-drawer or variant_slots
2026-09-11 04:22:05 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing nav-drawer variants on this shared worktree; verified zero nav-drawer changes from this session.
2026-09-11 04:22:35 | db-consistency/run.py | MANUAL SKIP | All 12 findings are sgs/nav-drawer variant_slots staleness (DB vs source). nav-drawer is clean at HEAD and not in this commit; the staleness is pre-existing DB drift cleared by sgs-update-v2.py --stage 1, which is step 10 of this plan.
2026-09-11 04:23:34 | db-consistency/run.py | MANUAL SKIP | pre-existing nav-drawer variant_slots DB drift from another session's uncommitted work; unrelated to SgsBorderControl.js
2026-09-11 04:24:09 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing nav-drawer variants on this shared worktree; verified zero nav-drawer changes from this session.
2026-09-11 04:24:55 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots DB staleness (F6), unrelated to this commit's two helper files
2026-09-11 04:25:53 | db-consistency/run.py | MANUAL SKIP | pre-existing nav-drawer variant_slots DB drift from another session's uncommitted work; unrelated to SgsBorderControl.js
2026-09-11 04:26:39 | db-consistency/run.py | MANUAL SKIP | pre-existing nav-drawer variant_slots DB drift from another session's uncommitted work; unrelated to SgsBorderControl.js
2026-09-11 04:28:06 | db-consistency/run.py | MANUAL SKIP | pre-existing sgs/nav-drawer variant_slots staleness from a concurrent session, unrelated to this gate-script-only commit
2026-09-11 04:28:54 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer and sgs/nav-menu DB staleness (variant_slots + an ambiguous css_property routing) from a parallel session actively editing both blocks on this shared worktree right now; verified zero nav-drawer/nav-menu changes from this session.
2026-09-11 04:29:44 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer and sgs/nav-menu DB staleness from a parallel session actively editing both blocks on this shared worktree; verified zero changes to either from this session.
2026-09-11 04:30:32 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer and sgs/nav-menu DB staleness from a parallel session actively editing both blocks on this shared worktree; verified zero changes to either from this session.
2026-09-11 04:31:29 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer and sgs/nav-menu DB staleness from a parallel session actively editing both blocks on this shared worktree; verified zero changes to either from this session.
2026-09-11 04:46:27 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer and sgs/nav-menu DB staleness from a parallel session actively editing both blocks on this shared worktree; verified zero changes to either from this session.
2026-09-11 05:00:06 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing that block on this shared worktree; verified zero nav-drawer changes from this session.
2026-09-11 05:13:42 | db-consistency/run.py | MANUAL SKIP | pre-existing: Step 9/10's manifest reseed added nav-menu attrs not yet in the classifier layer (extract-signatures.py regen is separate follow-up work, unrelated to this SgsColourPanel.js fix)
2026-09-11 05:14:42 | db-consistency/run.py | MANUAL SKIP | pre-existing Step 9/10 manifest reseed debt, unrelated to this fix
2026-09-11 05:15:12 | db-consistency/run.py | MANUAL SKIP | pre-existing Step 9/10 manifest reseed debt, unrelated to this fix
2026-09-11 05:17:28 | db-consistency/run.py | MANUAL SKIP | pre-existing Step 9/10 manifest reseed debt, unrelated to this fix
2026-09-11 05:18:53 | db-consistency/run.py | MANUAL SKIP | pre-existing nav-menu css-property-classification gaps from an unrelated in-progress peer session (specs/41-NAV-MENU-COLOUR-STATE-SYSTEM.md, uncommitted); this commit only touches plugins/sgs-blocks/scripts/converter/services/ WebGL Tier 4a/4c/4d gate-hardening
2026-09-11 05:21:10 | db-consistency/run.py | MANUAL SKIP | pre-existing nav-menu css-property-classification gaps from unrelated in-progress peer session work already visible in prior commit history (Spec 41); this commit touches only plugins/sgs-blocks/scripts/converter/services/
2026-09-11 05:28:49 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing that block; verified zero nav-drawer changes from this session.
2026-09-11 05:30:56 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing that block; verified zero nav-drawer changes from this session.
2026-09-11 05:34:25 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing that block; verified zero nav-drawer changes from this session.
2026-09-11 05:49:56 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing that block; verified zero nav-drawer changes from this session.
2026-09-11 05:50:31 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session actively editing that block; verified zero nav-drawer changes from this session.
2026-09-11 06:32:34 | db-consistency/run.py | MANUAL SKIP | Pre-existing sgs/nav-drawer variant_slots DB staleness from a parallel session; verified zero nav-drawer changes from this session.
